rosbagTimestamp,linear,x,y,z,angular,x,y,z
1375720736747553177,,0.253136754036,-0.00472480803728,-0.0181994512677,,0.0,0.0,-0.0211017727852
1375720736767601931,,0.25159367919,-0.00522815063596,-0.00259159109555,,0.0,0.0,-0.0216862503439
1375720736787590458,,0.253095716238,0.0373069271445,-0.0352685712278,,0.0,0.0,-0.0223591588438
1375720736807511381,,0.250525444746,0.0369009040296,-0.0153260584921,,0.0,0.0,-0.0165827330202
1375720736827530868,,0.259740680456,0.0328602530062,-0.0362276881933,,0.0,0.0,-0.0198266543448
1375720736847548764,,0.255904525518,0.0302515830845,-0.0266566928476,,0.0,0.0,-0.0211346764117
1375720736867397681,,0.252470493317,0.0306768510491,-0.0224289186299,,0.0,0.0,-0.0232154484838
1375720736887597310,,0.2512383461,0.0308423433453,-0.00489140767604,,0.0,0.0,-0.0212993174791
1375720736907573909,,0.248654142022,0.0289792120457,-0.0265958569944,,0.0,0.0,-0.0253713037819
1375720736927568723,,0.247528389096,0.028141444549,-0.0134918084368,,0.0,0.0,-0.023744860664
1375720736947670987,,0.254221439362,0.0245738178492,-0.0476764366031,,0.0,0.0,-0.0264536216855
1375720736967572923,,0.244006991386,0.0224287696183,-0.0072811502032,,0.0,0.0,-0.023172384128
1375720736987354570,,0.243072971702,0.0216111503541,-0.0150482458994,,0.0,0.0,-0.0303826313466
1375720737007493398,,0.240616574883,0.0163349751383,-0.021089175716,,0.0,0.0,-0.0239749848843
1375720737027512026,,0.225164368749,-0.0265225265175,0.0234838854522,,0.0,0.0,-0.0201856512576
1375720737047494140,,0.230828478932,-0.0222271475941,-0.0213650874794,,0.0,0.0,-0.01878673397
1375720737067384802,,0.226926296949,-0.028398534283,-0.00459338631481,,0.0,0.0,-0.0233556628227
1375720737087414751,,0.229539602995,-0.0292860269547,-0.0347983762622,,0.0,0.0,-0.0174972563982
1375720737107526435,,0.211677968502,-0.0270992089063,0.0395518951118,,0.0,0.0,-0.016505215317
1375720737127575258,,0.21269287169,-0.0305375158787,-0.0152758173645,,0.0,0.0,-0.0150478873402
1375720737147552186,,0.206327155232,-0.0486357621849,0.0121889850125,,0.0,0.0,-0.0156989041716
1375720737167430744,,0.202807888389,-0.0440778769553,-0.00477538304403,,0.0,0.0,-0.0248085036874
1375720737187373202,,0.201467886567,-0.0527070648968,-0.00443022511899,,0.0,0.0,-0.0057043726556
1375720737207607157,,0.18615090847,-0.0480391867459,0.0271571464837,,0.0,0.0,-0.0234836880118
1375720737227637370,,0.180755659938,-0.0472119189799,0.0209663212299,,0.0,0.0,-0.0155757591128
1375720737247472575,,0.18524351716,-0.0509475320578,-0.0263514835387,,0.0,0.0,0.00775065692142
1375720737267551942,,0.164408460259,-0.0471695847809,0.048111256212,,0.0,0.0,0.0110237430781
1375720737287544827,,0.162112146616,-0.047317892313,-0.00335792684928,,0.0,0.0,0.0117137059569
1375720737307602685,,0.158902943134,-0.0445415377617,0.0202522967011,,0.0,0.0,0.0027986576315
1375720737327544667,,0.155939981341,-0.0486460924149,-0.0090103643015,,0.0,0.0,0.0194046609104
1375720737347558301,,0.139694988728,-0.0454084873199,0.0397094115615,,0.0,0.0,0.0164371132851
1375720737367489950,,0.13459610939,-0.0463547632098,0.0257496256381,,0.0,0.0,0.0043782107532
1375720737387549258,,0.136207684875,-0.0465966314077,0.00584672112018,,0.0,0.0,0.021093737334
1375720737407501799,,0.119955427945,-0.0442955680192,0.0340854786336,,0.0,0.0,0.0287312511355
1375720737427452113,,0.117875531316,-0.0408881977201,0.0190480723977,,0.0,0.0,0.0206935964525
1375720737447550142,,0.163105174899,-0.0215548630804,0.0206326041371,,0.0,0.0,0.0263587459922
1375720737467502912,,0.0505244843662,-0.0617824718356,0.0544005483389,,0.0,0.0,0.0295437164605
1375720737487463394,,0.100072905421,-0.0386257767677,0.0157052557915,,0.0,0.0,0.01880826056
1375720737507453768,,0.0876199156046,-0.0358284451067,0.0301793050021,,0.0,0.0,0.0208634659648
1375720737527508266,,0.0908463448286,-0.0379694513977,0.0177572350949,,0.0,0.0,0.0216002091765
1375720737547401202,,0.0728454142809,-0.0347117483616,0.044972602278,,0.0,0.0,0.0065480787307
1375720737567434707,,0.0780752897263,-0.0652335509658,0.0015614614822,,0.0,0.0,0.0191619172692
1375720737587336851,,0.0615956895053,-0.0588238015771,0.0375289283693,,0.0,0.0,0.013318634592
1375720737607447808,,0.0582796633244,-0.0568305589259,0.0177039839327,,0.0,0.0,0.00961688254029
1375720737627669133,,0.0587505660951,-0.0544826760888,0.00532504264265,,0.0,0.0,0.0044550341554
1375720737647587002,,0.0428577028215,-0.0463098436594,0.0227238163352,,0.0,0.0,0.00279763061553
1375720737667452489,,0.0419873259962,-0.0422082282603,0.0037288449239,,0.0,0.0,0.00529173389077
1375720737687588625,,0.0336672253907,-0.0340972915292,0.00831050798297,,0.0,0.0,-0.00681764725596
1375720737707558372,,0.0379976257682,-0.0351992249489,-0.0222916863859,,0.0,0.0,-0.0018375661457
1375720737727498908,,0.027062267065,-0.0353696122766,-0.0141392778605,,0.0,0.0,-0.00964516866952
1375720737747559980,,0.0212155804038,-0.0329677276313,0.0073250499554,,0.0,0.0,-0.00739438552409
1375720737767604479,,0.0168491322547,-0.031202306971,-0.030829295516,,0.0,0.0,-0.00994912814349
1375720737787611324,,0.0103344349191,-0.0271645784378,-0.00830574799329,,0.0,0.0,-0.0216946210712
1375720737807484247,,0.00911725871265,-0.0315488688648,-0.0205027107149,,0.0,0.0,-0.0135070225224
