rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,axes,buttons
1375720737062877709,,609,,1375720737,61476025,'',"[-0.10975901782512665, 0.9672327637672424, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720737066847558,,610,,1375720737,65500672,'',"[-0.21451781690120697, 0.9672327637672424, 0.0, 0.01804286427795887, -0.012292534112930298, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720737074625467,,611,,1375720737,73483701,'',"[-0.25197526812553406, 0.9705415964126587, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720737094621297,,612,,1375720737,93476821,'',"[-0.26318681240081787, 0.9672327637672424, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720737454835212,,613,,1375720737,453626848,'',"[-0.25197526812553406, 0.9705415964126587, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720737474657779,,614,,1375720737,473488747,'',"[-0.23700514435768127, 0.9672327637672424, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720737490654739,,615,,1375720737,489490147,'',"[-0.21082347631454468, 0.9672327637672424, 0.0, 0.0144770173355937, -0.012292534112930298, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720737518631654,,616,,1375720737,517465052,'',"[-0.1958533376455307, 0.9672327637672424, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720737546759374,,617,,1375720737,545489916,'',"[-0.17712460458278656, 0.9672327637672424, 0.0, 0.0144770173355937, -0.012292534112930298, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720737566728250,,618,,1375720737,565483298,'',"[-0.15842801332473755, 0.9672327637672424, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720737574649175,,619,,1375720737,573480658,'',"[-0.1471843421459198, 0.9672327637672424, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720737578771702,,620,,1375720737,577487799,'',"[-0.13221421837806702, 0.9672327637672424, 0.0, 0.01804286427795887, -0.012292534112930298, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720737602763376,,621,,1375720737,601476238,'',"[-0.11351761221885681, 0.9672327637672424, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720738254892826,,622,,1375720738,253574372,'',"[-0.10227394849061966, 0.9672327637672424, 0.0, 0.01804286427795887, -0.012292534112930298, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720740842874505,,623,,1375720740,841570319,'',"[-0.0910302922129631, 0.9672327637672424, 0.0, 0.0144770173355937, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720740846709392,,624,,1375720740,845486049,'',"[-0.031181884929537773, 0.9672327637672424, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720740854625850,,625,,1375720740,853456197,'',"[-0.0, 0.9672327637672424, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720740870770984,,626,,1375720740,869488720,'',"[-0.0, 0.8999314308166504, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720740874598576,,627,,1375720740,873459765,'',"[-0.0, 0.8192662000656128, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720740882745848,,628,,1375720740,881487959,'',"[-0.0, 0.6881329417228699, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720740890648477,,629,,1375720740,889459119,'',"[-0.0, 0.5502214431762695, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720740898800074,,630,,1375720740,897509716,'',"[-0.0, 0.432548463344574, 0.0, 0.01804286427795887, -0.012292534112930298, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720740902759323,,631,,1375720740,901477114,'',"[-0.0, 0.2442653328180313, 0.0, 0.021608710289001465, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720740910801044,,632,,1375720740,909490237,'',"[0.023664694279432297, 0.11309999227523804, 0.0, 0.01804286427795887, -0.012292534112930298, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720740918761527,,633,,1375720740,917489617,'',"[0.07981875538825989, 0.03240262717008591, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720740926698444,,634,,1375720740,925489354,'',"[0.08354522287845612, -0.0, 0.0, 0.0144770173355937, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720740930700457,,635,,1375720740,929485723,'',"[0.08354522287845612, -0.0, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720740938720009,,636,,1375720740,937475426,'',"[0.08730381727218628, -0.0, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720740946729746,,637,,1375720740,945487611,'',"[0.09099816530942917, -0.08267785608768463, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720740954692807,,638,,1375720740,953487790,'',"[0.09848322719335556, -0.1869547814130783, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720740962822779,,639,,1375720740,961475345,'',"[0.1433936208486557, -0.32142898440361023, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720740966737885,,640,,1375720740,965485968,'',"[0.15091080963611603, -0.4761417508125305, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720740974721629,,641,,1375720740,973488697,'',"[0.1433936208486557, -0.68463134765625, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720740982710079,,642,,1375720740,981488503,'',"[0.1433936208486557, -0.876255452632904, 0.0, 0.021608710289001465, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720740990708762,,643,,1375720740,989489526,'',"[0.10972689092159271, -0.9839054942131042, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720740994778030,,644,,1375720740,993485618,'',"[0.10224182903766632, -0.9603580832481384, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741002690465,,645,,1375720741,1486602,'',"[0.061090026050806046, -0.9267234802246094, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741010716874,,646,,1375720741,9458785,'',"[0.05357283353805542, -0.9805324077606201, 0.0, 0.0144770173355937, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741018675428,,647,,1375720741,17488660,'',"[0.061090026050806046, -0.9973336458206177, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741050752169,,648,,1375720741,49491125,'',"[0.019906099885702133, -0.9905874729156494, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741058724895,,649,,1375720741,57474581,'',"[-0.0, -0.9300644397735596, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741066731159,,650,,1375720741,65488960,'',"[-0.0, -0.7989633083343506, 0.0, 0.01804286427795887, -0.012292534112930298, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741074728906,,651,,1375720741,73486906,'',"[-0.0, -0.6072749495506287, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741078765582,,652,,1375720741,77484526,'',"[-0.0, -0.3752700388431549, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741086776795,,653,,1375720741,85486879,'',"[-0.0, -0.14660610258579254, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741094694497,,654,,1375720741,93496462,'',"[-0.0, -0.0, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741114754541,,655,,1375720741,113490053,'',"[-0.0, -0.0, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741506692035,,656,,1375720741,505560056,'',"[-0.0, -0.0, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741614712840,,657,,1375720741,613477259,'',"[-0.0, -0.0, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741618679799,,658,,1375720741,617452858,'',"[-0.0, -0.0, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741642744275,,659,,1375720741,641428166,'',"[-0.0, -0.0, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741646616653,,660,,1375720741,645437948,'',"[-0.0, -0.0, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741654721907,,661,,1375720741,653429946,'',"[0.07230155915021896, -0.0, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741662645845,,662,,1375720741,661451123,'',"[0.10972689092159271, -0.0, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741670641176,,663,,1375720741,669443496,'',"[0.17333388328552246, -0.005385713651776314, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741674679905,,664,,1375720741,673443574,'',"[0.18081896007061005, -0.03561510145664215, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741682678788,,665,,1375720741,681468423,'',"[0.2482166737318039, -0.09279715269804001, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741690562821,,666,,1375720741,689445487,'',"[0.2930949330329895, -0.1634073406457901, 0.0, 0.01804286427795887, -0.012292534112930298, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741698690783,,667,,1375720741,697448159,'',"[0.3117915391921997, -0.20375601947307587, 0.0, 0.01804286427795887, -0.012292534112930298, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741702704597,,668,,1375720741,701441891,'',"[0.3679456114768982, -0.27099311351776123, 0.0, 0.01804286427795887, -0.012292534112930298, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741710698657,,669,,1375720741,709457935,'',"[0.4166145920753479, -0.331548273563385, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741718669311,,670,,1375720741,717454771,'',"[0.4390376806259155, -0.3718969523906708, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741726679463,,671,,1375720741,725440799,'',"[0.4465227425098419, -0.40553155541419983, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741730587995,,672,,1375720741,729444503,'',"[0.4540078043937683, -0.4525943100452423, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741738720590,,673,,1375720741,737443598,'',"[0.48394808173179626, -0.48622891306877136, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741746731852,,674,,1375720741,745444603,'',"[0.49891820549964905, -0.5232366323471069, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741754646779,,675,,1375720741,753447202,'',"[0.5213733911514282, -0.5669263005256653, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741758795524,,676,,1375720741,757455677,'',"[0.5325849056243896, -0.5971878170967102, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741766735195,,677,,1375720741,765443906,'',"[0.536343514919281, -0.617330014705658, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741774726372,,678,,1375720741,773456112,'',"[0.5438286066055298, -0.6308224201202393, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741782668245,,679,,1375720741,781455369,'',"[0.5512815117835999, -0.6677979826927185, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741786704263,,680,,1375720741,785448839,'',"[0.5550401210784912, -0.6980594992637634, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741794584704,,681,,1375720741,793438900,'',"[0.5587987303733826, -0.7316941022872925, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741802682090,,682,,1375720741,801450343,'',"[0.5587987303733826, -0.7451543807983398, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741814703977,,683,,1375720741,813456171,'',"[0.56252521276474, -0.7552415728569031, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741878750819,,684,,1375720741,877484337,'',"[0.5812539458274841, -0.7619556188583374, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741886770612,,685,,1375720741,885481884,'',"[0.5924654603004456, -0.7552415728569031, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741894699455,,686,,1375720741,893462533,'',"[0.603676974773407, -0.7619556188583374, 0.0, 0.01804286427795887, -0.012292534112930298, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741898751665,,687,,1375720741,897442538,'',"[0.6261643171310425, -0.7585825324058533, 0.0, 0.01804286427795887, -0.012292534112930298, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741906753739,,688,,1375720741,905444622,'',"[0.6598310470581055, -0.7585825324058533, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741914846310,,689,,1375720741,913453585,'',"[0.6785276532173157, -0.7585825324058533, 0.0, 0.01804286427795887, -0.012292534112930298, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741922747839,,690,,1375720741,921456274,'',"[0.7085000276565552, -0.7552415728569031, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741926792864,,691,,1375720741,925463153,'',"[0.7309231162071228, -0.7552415728569031, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741934712856,,692,,1375720741,933458338,'',"[0.7458932399749756, -0.7384082078933716, 0.0, 0.01804286427795887, -0.012292534112930298, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741942698467,,693,,1375720741,941455688,'',"[0.7908036708831787, -0.6577108502388, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741950730715,,694,,1375720741,949479706,'',"[0.8469255566596985, -0.6106480956077576, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741954547904,,695,,1375720741,953442501,'',"[0.8581692576408386, -0.5467519760131836, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741962733706,,696,,1375720741,961468108,'',"[0.8731393814086914, -0.4727686643600464, 0.0, 0.01804286427795887, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375720741970716566,,697,,1375720741,969434604,'',"[0.895594596862793, -0.4088725447654724, 0.0, 0.0144770173355937, -0.015762006863951683, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
