rosbagTimestamp,data
1375720669035537034,0.0495154894888
1375720669055771965,0.0488281138241
1375720669075745019,0.0511556752026
1375720669095776531,0.0503893196583
1375720669115656045,0.0459118895233
1375720669135617832,0.0517953447998
1375720669155782721,0.0478462874889
1375720669175903287,0.0482929237187
1375720669195866644,0.0457146428525
1375720669215962642,0.049848113209
1375720669235697771,0.0472044423223
1375720669255529969,0.0472148396075
1375720669275624739,0.0474941246212
1375720669296420914,0.0405400283635
1375720669315807484,0.0387213863432
1375720669335875569,0.0479297116399
1375720669355745822,0.0313266143203
1375720669375658335,0.0483430288732
1375720669395528090,0.0427389442921
1375720669415722222,0.0428917296231
1375720669435707098,0.0548408664763
1375720669455636611,0.0548408664763
1375720669475542785,0.0419332832098
1375720669495676382,0.0305078737438
1375720669515759022,0.0505398288369
1375720669535941305,0.046841327101
1375720669555572240,0.0232668723911
1375720669575723132,0.0232668723911
1375720669595511699,0.0691697970033
1375720669615451615,0.0514409802854
1375720669635868715,0.0283336155117
1375720669655557051,0.0136880995706
1375720669675699349,0.0274479072541
1375720669695659575,0.0136691024527
1375720669715578679,0.0272833816707
1375720669735625372,0.0176346655935
1375720669755685559,0.0227409228683
1375720669775578542,0.0516815073788
1375720669795862686,0.0496021471918
1375720669815773805,0.033985555172
1375720669835558114,0.0262882709503
1375720669855846485,0.0403739102185
1375720669875585398,0.0415167845786
1375720669895750967,0.0522445179522
1375720669915680370,0.03498923406
1375720669935705279,0.0470597818494
1375720669955490009,0.0478425212204
1375720669975608491,0.0458118915558
1375720669995596824,0.0520350672305
1375720670015619771,0.0474446192384
1375720670035630569,0.0482757911086
1375720670055505053,0.0501186959445
1375720670075649242,0.0565498322248
1375720670095376711,0.0566344261169
1375720670115627363,0.0577216222882
1375720670135884318,0.0552801191807
1375720670155663705,0.0575833246112
1375720670175667297,0.0550050139427
1375720670195707105,0.0555492006242
1375720670216160838,0.0558172091842
1375720670235697023,0.0578448884189
1375720670256015806,0.0568752251565
1375720670276084665,0.0587159320712
1375720670295470951,0.0614336207509
1375720670315899262,0.0753106921911
1375720670336243698,0.0724683851004
1375720670355802462,0.0674799308181
1375720670375993066,0.0689173340797
1375720670395982132,0.0666398778558
1375720670416210496,0.0718340277672
1375720670435592593,0.0729148238897
1375720670455643226,0.0742341503501
1375720670475943666,0.0710470378399
1375720670495708961,0.0785062760115
1375720670515900105,0.0728546008468
1375720670535709337,0.073786623776
1375720670555827491,0.0752742514014
1375720670575843667,0.0684197768569
1375720670595504299,0.0871785059571
1375720670615520634,0.0818411335349
1375720670635607819,0.0867244750261
1375720670655866856,0.0827426239848
1375720670675630989,0.0817025452852
1375720670695717660,0.0790946707129
1375720670715891967,0.090456739068
1375720670735490018,0.0844776928425
1375720670755614166,0.0853256583214
1375720670775679158,0.0869694650173
1375720670795523723,0.0681962817907
1375720670815701032,0.0881570056081
1375720670835343448,0.0881570056081
1375720670855610676,0.0791224613786
1375720670875595121,0.0804880484939
1375720670895786514,0.0624225065112
1375720670916225122,0.0843972787261
1375720670935591417,0.0593459494412
1375720670955940824,0.0679022148252
1375720670976056291,0.0669243335724
1375720670995606181,0.0545589625835
1375720671015685477,0.0558892004192
1375720671035475141,0.0601329468191
1375720671055634948,0.0574938133359
1375720671075847995,0.0452346727252
1375720671095562320,0.0549106560647
1375720671115523431,0.0493066497147
1375720671136589774,0.0540977753699
1375720671155557668,0.0557603761554
1375720671175757638,0.0512866228819
1375720671195821309,0.0490084588528
1375720671215555575,0.0449816919863
1375720671235660493,0.0563249737024
1375720671255705875,0.0525038652122
1375720671275796979,0.0522208400071
1375720671295674206,0.047901455313
1375720671315581911,0.0461172312498
1375720671335410260,0.0474144332111
1375720671355543240,0.0476217754185
1375720671375554140,0.0471945181489
1375720671395662121,0.0505528375506
1375720671415626572,0.0552059039474
1375720671435592276,0.0520131587982
1375720671455436598,0.0467803999782
1375720671475596303,0.0503632612526
1375720671495638425,0.0549935549498
1375720671515658166,0.0509874820709
1375720671535706141,0.0461835041642
1375720671555775282,0.0518972538412
1375720671575633406,0.0494394935668
1375720671595585265,0.0500022731721
1375720671615450871,0.0498025752604
1375720671635760983,0.051035694778
1375720671655723024,0.0560474209487
1375720671675567572,0.0533921904862
1375720671695991998,0.0465519763529
1375720671715732277,0.0562337227166
1375720671735642817,0.0551248639822
1375720671755638014,0.0571057163179
1375720671775566113,0.0567496977746
1375720671795618102,0.054478418082
1375720671815618348,0.0606321170926
1375720671835631499,0.0581764541566
1375720671855866781,0.0574008971453
1375720671875689678,0.0641814395785
1375720671895739793,0.0609362758696
1375720671915964436,0.0595280379057
1375720671935348666,0.0643046796322
1375720671955629922,0.0613815821707
1375720671975863142,0.0634036287665
1375720671995781866,0.0644537210464
1375720672015612171,0.0604541786015
1375720672035661544,0.0588436760008
1375720672056078567,0.0657457187772
1375720672075803061,0.0614116080105
1375720672095417412,0.0634413808584
1375720672115542151,0.0614060051739
1375720672135707772,0.0621088147163
1375720672155554867,0.0663629993796
1375720672175571850,0.0629503652453
1375720672195706434,0.0646260231733
1375720672215891492,0.068926692009
1375720672235487046,0.0660936683416
1375720672255590974,0.0675901919603
1375720672275596992,0.0697729587555
1375720672295785038,0.0696741193533
1375720672315581918,0.0658597499132
1375720672335652820,0.0680150464177
1375720672355569359,0.068499930203
1375720672375539900,0.0687603801489
1375720672395549530,0.0692074894905
1375720672415711578,0.0693738535047
1375720672435574007,0.0725759118795
1375720672455538627,0.0728551596403
1375720672475568416,0.0702439025044
1375720672495550488,0.0707956105471
1375720672515378103,0.0731788650155
1375720672535430464,0.0729480981827
1375720672555716161,0.0747492462397
1375720672575637857,0.07428817451
1375720672595400031,0.0737628415227
1375720672615803325,0.0755646526814
1375720672635679256,0.076019756496
1375720672655636421,0.0733742117882
1375720672675513137,0.0780687779188
1375720672696035569,0.0808045938611
1375720672715784299,0.077825628221
1375720672735821280,0.0780589953065
1375720672755632882,0.0790498331189
1375720672775634303,0.0822438299656
1375720672795577260,0.0785950422287
1375720672815656448,0.0809295251966
1375720672835425230,0.0804911032319
1375720672855482343,0.0817056000233
1375720672875722730,0.0805516690016
1375720672895732450,0.0768293663859
1375720672915589154,0.083447098732
1375720672935582508,0.0826807692647
1375720672955637523,0.0819928720593
1375720672975640188,0.0809063240886
1375720672995702108,0.0820896178484
1375720673015420654,0.0832228660583
1375720673035582605,0.0784925967455
1375720673055680211,0.0793933048844
1375720673075486014,0.0813131257892
1375720673095551329,0.0838731229305
1375720673115549496,0.0804592743516
1375720673135483479,0.0772829502821
1375720673155696091,0.0837438553572
1375720673175623344,0.0791922211647
1375720673196040269,0.0756525397301
1375720673215691721,0.0782535970211
1375720673235566879,0.085774935782
1375720673255606810,0.0808708444238
1375720673275664968,0.0846297517419
1375720673295594668,0.0849786922336
1375720673315581671,0.0830010250211
1375720673335760060,0.0842494443059
1375720673355651686,0.0839252322912
1375720673375435858,0.0834827646613
1375720673395764262,0.0836964249611
1375720673415971083,0.0839409902692
1375720673435619228,0.0872388035059
