rosbagTimestamp,x,y,z
1375720669035504613,0.520540773869,-1.81079292297,0.929432690144
1375720669055510389,0.521943569183,-1.81012654305,0.929525315762
1375720669075729313,0.522468745708,-1.8095293045,0.929578363895
1375720669095518696,0.52400803566,-1.80834472179,0.929692268372
1375720669115628964,0.525364518166,-1.80665194988,0.929724872112
1375720669135558114,0.526614665985,-1.80658769608,0.930507004261
1375720669155514598,0.527247488499,-1.806219697,0.930532932281
1375720669175466993,0.529098689556,-1.80430877209,0.93076890707
1375720669195459927,0.530249714851,-1.80219304562,0.930796325207
1375720669215587900,0.530906558037,-1.80103063583,0.931732952595
1375720669235545028,0.532256960869,-1.79894566536,0.932498335838
1375720669255521876,0.533284902573,-1.79652297497,0.932659566402
1375720669275583742,0.53416800499,-1.79361844063,0.933040499687
1375720669295758658,0.535080850124,-1.79022192955,0.93339407444
1375720669315466173,0.536284327507,-1.78543448448,0.933137059212
1375720669335520141,0.53674441576,-1.78145337105,0.934342801571
1375720669355743553,0.537733495235,-1.77531266212,0.933240532875
1375720669375604750,0.538094162941,-1.76999723911,0.935227930546
1375720669395497793,0.538824796677,-1.76184487343,0.935028493404
1375720669415687704,0.538949549198,-1.75792682171,0.934924185276
1375720669435672289,0.539670407772,-1.7444306612,0.934583425522
1375720669455606495,0.539670407772,-1.7444306612,0.934583425522
1375720669475511239,0.539275050163,-1.72324299812,0.937594175339
1375720669495579393,0.53963637352,-1.70969545841,0.936802089214
1375720669515604131,0.53896188736,-1.69563484192,0.937353789806
1375720669535588195,0.538693487644,-1.67992901802,0.937049388885
1375720669555505338,0.537802934647,-1.67211341858,0.938598453999
1375720669575678143,0.537802934647,-1.67211341858,0.938598453999
1375720669595462094,0.53625357151,-1.62606990337,0.938326954842
1375720669615406094,0.535644233227,-1.60524964333,0.938603103161
1375720669635698186,0.534460186958,-1.58325541019,0.939151704311
1375720669655550313,0.532759308815,-1.55936408043,0.940565407276
1375720669675538299,0.530755698681,-1.53460657597,0.941612243652
1375720669695551129,0.530110538006,-1.5215446949,0.941707015038
1375720669715573923,0.52768445015,-1.48047471046,0.943079411983
1375720669735521490,0.526444733143,-1.46668064594,0.944663286209
1375720669755672598,0.523673593998,-1.42114710808,0.946188569069
1375720669775474511,0.521563947201,-1.39017534256,0.946936488152
1375720669795849885,0.519171237946,-1.35757791996,0.948394238949
1375720669815680842,0.516452968121,-1.32478368282,0.950839161873
1375720669835545724,0.514390528202,-1.28971040249,0.951578080654
1375720669855798279,0.511965453625,-1.25524711609,0.953607976437
1375720669875581254,0.509189963341,-1.21851015091,0.954156339169
1375720669895677839,0.50655066967,-1.1801674366,0.953986287117
1375720669915634599,0.503681480885,-1.14213204384,0.955786764622
1375720669935705226,0.500671744347,-1.10396194458,0.956723153591
1375720669955297708,0.497863858938,-1.06376719475,0.95697504282
1375720669975599941,0.494698822498,-1.02388203144,0.958553552628
1375720669995569013,0.491739183664,-0.983307540417,0.959123075008
1375720670015613926,0.488771647215,-0.941440403461,0.959883570671
1375720670035555406,0.485418438911,-0.900146484375,0.960841357708
1375720670055497363,0.481845796108,-0.858381986618,0.962816417217
1375720670075569105,0.478653907776,-0.815691351891,0.963131129742
1375720670095357856,0.475540459156,-0.772922337055,0.96409714222
1375720670115502081,0.471807867289,-0.730034708977,0.965204596519
1375720670135679053,0.468757241964,-0.685896396637,0.965875208378
1375720670155643115,0.46556070447,-0.643074691296,0.967274427414
1375720670175529559,0.462006241083,-0.599286437035,0.968700528145
1375720670195595684,0.458827853203,-0.556036889553,0.969510138035
1375720670215606038,0.455462545156,-0.512618660927,0.971076786518
1375720670235551644,0.452258527279,-0.469402641058,0.972029149532
1375720670255628894,0.448890566826,-0.426184624434,0.973514556885
1375720670275548896,0.445876985788,-0.383315384388,0.974821090698
1375720670295392127,0.442454129457,-0.340469628572,0.976382672787
1375720670315566368,0.439047724009,-0.298689693213,0.978678882122
1375720670335694583,0.435805141926,-0.256491422653,0.980341374874
1375720670355465969,0.43279415369,-0.214885056019,0.981599986553
1375720670375531417,0.430195629597,-0.173197478056,0.982993781567
1375720670395532784,0.427618026733,-0.132123187184,0.984012663364
1375720670415629447,0.424328565598,-0.0918097421527,0.985940873623
1375720670435505263,0.421760380268,-0.0514962375164,0.987159967422
1375720670455618224,0.419371247292,-0.0121241575107,0.988814949989
1375720670475627238,0.416629135609,0.0266868267208,0.989894270897
1375720670495643688,0.413969069719,0.0654309615493,0.991394579411
1375720670515578141,0.411911308765,0.10316465795,0.9926674366
1375720670535646710,0.409601986408,0.140027806163,0.994118630886
1375720670555734212,0.407486140728,0.176932126284,0.994319736958
1375720670575687435,0.405572831631,0.212728694081,0.996738553047
1375720670595451244,0.40385606885,0.247843384743,0.997206449509
1375720670615369382,0.402677059174,0.282519817352,0.997234940529
1375720670635604618,0.400670289993,0.31605002284,0.998263657093
1375720670655644619,0.399213343859,0.349227488041,0.99977940321
1375720670675506150,0.398001253605,0.381185084581,1.00022804737
1375720670695541905,0.396677523851,0.413275390863,1.00113594532
1375720670715660537,0.395479172468,0.443537205458,1.00113201141
1375720670735451716,0.394699782133,0.473502784967,1.00101923943
1375720670755469445,0.393583238125,0.502426326275,1.0016438961
1375720670775568041,0.392563253641,0.530670106411,1.00192260742
1375720670795490297,0.392244338989,0.558042228222,1.00190448761
1375720670815660743,0.391687363386,0.571378290653,1.001745224
1375720670835335383,0.391687363386,0.571378290653,1.001745224
1375720670855558829,0.390800833702,0.63610470295,1.00214254856
1375720670875529846,0.390394628048,0.660023450851,1.00133442879
1375720670895580553,0.389514356852,0.683248639107,1.00240695477
1375720670915691986,0.389954298735,0.706569910049,1.0022803545
1375720670935500239,0.388343185186,0.727663338184,1.00148236752
1375720670955542358,0.389193475246,0.738693833351,1.00325226784
1375720670975597323,0.389334201813,0.76918888092,1.00087177753
1375720670995557438,0.389249175787,0.788932144642,1.00060927868
1375720671015598440,0.390039354563,0.808390617371,1.00085663795
1375720671035457065,0.390312492847,0.826115190983,0.999829411507
1375720671055539547,0.390802323818,0.84335488081,0.999433517456
1375720671075605310,0.390919387341,0.861138761044,0.999990463257
1375720671095531037,0.391273885965,0.876594722271,0.998070240021
1375720671115511007,0.391942203045,0.892140865326,0.997660636902
1375720671135618212,0.392192959785,0.90691870451,0.99650490284
1375720671155499960,0.393188625574,0.921511352062,0.995535612106
1375720671175538910,0.393674463034,0.935262024403,0.994250118732
1375720671195491607,0.394649982452,0.948322832584,0.992839694023
1375720671215482194,0.395263969898,0.961158454418,0.991967499256
1375720671235525846,0.395857721567,0.973089694977,0.990748882294
1375720671255604999,0.397063493729,0.98490023613,0.989688873291
1375720671275738249,0.397788703442,0.995902180672,0.988090634346
1375720671295629662,0.398582458496,1.00671470165,0.986640274525
1375720671315559255,0.399277925491,1.01714622974,0.985217750072
1375720671335391634,0.400274038315,1.02673017979,0.983771562576
1375720671355488728,0.401100724936,1.03632199764,0.982502400875
1375720671375505202,0.401982098818,1.04503571987,0.981331288815
1375720671395524233,0.402992010117,1.05359876156,0.979812085629
1375720671415553401,0.403877586126,1.06178939342,0.978634774685
1375720671435587394,0.4044957757,1.06954789162,0.977574646473
1375720671455428783,0.405553847551,1.07706475258,0.976228415966
1375720671475499594,0.406523346901,1.08459353447,0.975215852261
1375720671495604559,0.407521218061,1.09135854244,0.973907291889
1375720671515547485,0.408385157585,1.09764015675,0.972868978977
1375720671535691874,0.409297257662,1.1040186882,0.972069501877
1375720671555757149,0.410615682602,1.11086905003,0.970572292805
1375720671575561723,0.411757707596,1.11658751965,0.96931374073
1375720671595535487,0.412459462881,1.1226913929,0.968687951565
1375720671615396571,0.413657873869,1.12842702866,0.967409968376
1375720671635718432,0.415350675583,1.13406467438,0.964394569397
1375720671655584385,0.416047722101,1.13963580132,0.963254034519
1375720671675556137,0.416767090559,1.14427125454,0.962697207928
1375720671695884479,0.417472988367,1.14684987068,0.962599217892
1375720671715679125,0.41947466135,1.1550860405,0.959000170231
1375720671735522364,0.420750170946,1.16012060642,0.957666218281
1375720671755560624,0.421800643206,1.16520416737,0.956154346466
1375720671775454257,0.42284488678,1.17004668713,0.954639732838
1375720671795496171,0.424196302891,1.17498779297,0.952938079834
1375720671815577270,0.425443917513,1.17993116379,0.951812028885
1375720671835555993,0.426418274641,1.18434464931,0.949990510941
1375720671855600312,0.427796721458,1.18907868862,0.948421835899
1375720671875540636,0.42894282937,1.19388830662,0.946829855442
1375720671895602860,0.429933935404,1.19859480858,0.945515096188
1375720671915578171,0.431237488985,1.20346796513,0.944218099117
1375720671935341389,0.432572633028,1.20799636841,0.942733943462
1375720671955545854,0.433734595776,1.21265518665,0.941579520702
1375720671975590707,0.435005992651,1.21727156639,0.940069377422
1375720671995516750,0.436288028955,1.22214126587,0.938895463943
1375720672015537542,0.437268584967,1.22702085972,0.937422394753
1375720672035545223,0.438821434975,1.23170828819,0.935849189758
1375720672055697899,0.440051734447,1.23617398739,0.934790551662
1375720672075515023,0.44133412838,1.24102425575,0.933371067047
1375720672095320050,0.442929089069,1.24573814869,0.932380616665
1375720672115533625,0.444106698036,1.25091147423,0.930990517139
1375720672135596008,0.445547819138,1.2553384304,0.929805278778
1375720672155536693,0.44736546278,1.26015377045,0.928950071335
1375720672175492675,0.44865334034,1.26515460014,0.927474558353
1375720672195699448,0.45018351078,1.27007448673,0.926897287369
1375720672215774269,0.451664537191,1.27469301224,0.926272809505
1375720672235478875,0.453295260668,1.27935838699,0.925038933754
1375720672255504996,0.455162018538,1.28414535522,0.923933625221
1375720672275586149,0.456302881241,1.28899979591,0.923744916916
1375720672295746600,0.457904338837,1.29368281364,0.923025071621
1375720672315464866,0.459732085466,1.29841589928,0.922001183033
1375720672335514685,0.461134284735,1.30302917957,0.921867549419
1375720672355512458,0.462051749229,1.30529844761,0.921558618546
1375720672375490318,0.464662790298,1.31208574772,0.921295464039
1375720672395509545,0.466234922409,1.31706988811,0.920902907848
1375720672415699458,0.46802636981,1.32127726078,0.920385420322
1375720672435545472,0.469730615616,1.32560956478,0.920271098614
1375720672455522678,0.471274375916,1.33038425446,0.919926404953
1375720672475556076,0.473106026649,1.33459532261,0.919768035412
1375720672495530402,0.474735945463,1.33899509907,0.919525206089
1375720672515366284,0.476597815752,1.34328222275,0.919388830662
1375720672535334860,0.477954506874,1.34770774841,0.919711351395
1375720672555576309,0.480134785175,1.35176289082,0.919200897217
1375720672575506622,0.481211185455,1.35569024086,0.918997943401
1375720672595394222,0.483071386814,1.36021697521,0.918922007084
1375720672615650133,0.484953612089,1.36387515068,0.91845369339
1375720672635461727,0.486442178488,1.36807262897,0.918583750725
1375720672655627594,0.488044947386,1.37213671207,0.918170332909
1375720672675363140,0.489778399467,1.37594592571,0.918319940567
1375720672695707720,0.491227209568,1.37965774536,0.917838394642
1375720672715539898,0.492602705956,1.38346374035,0.917653620243
1375720672735587495,0.494558662176,1.38719701767,0.917020738125
1375720672755508171,0.496059477329,1.3910472393,0.917407631874
1375720672775603017,0.497589319944,1.39430475235,0.916919112206
1375720672795554270,0.498946428299,1.39813196659,0.916625440121
1375720672815555479,0.50073325634,1.4014480114,0.916619420052
1375720672835371836,0.502292275429,1.40484809875,0.916339337826
1375720672855459278,0.503596186638,1.40813148022,0.916224181652
1375720672875696030,0.50563699007,1.41146349907,0.916017591953
1375720672895636279,0.506971657276,1.41479873657,0.915569007397
1375720672915525737,0.508575797081,1.4175992012,0.915825843811
1375720672935481190,0.510278761387,1.42068219185,0.915398657322
1375720672955483416,0.51148045063,1.42380475998,0.915715515614
1375720672975526057,0.513195633888,1.42676281929,0.915434062481
1375720672995718067,0.514532506466,1.42949295044,0.915745556355
1375720673015390735,0.516625106335,1.43212914467,0.915269196033
1375720673035524133,0.517840921879,1.43531954288,0.915327310562
1375720673055488624,0.519465327263,1.43747198582,0.914994597435
1375720673075388939,0.521078050137,1.44013524055,0.914994359016
1375720673095452748,0.522539138794,1.44246208668,0.91476637125
1375720673115517943,0.524214029312,1.44493448734,0.914428949356
1375720673135433218,0.525312304497,1.44750130177,0.914633154869
1375720673155584895,0.527345657349,1.4495985508,0.914081573486
1375720673175470369,0.52875906229,1.45166122913,0.91380906105
1375720673195628148,0.5300578475,1.45415866375,0.913141906261
1375720673215590768,0.530672550201,1.45507693291,0.912718057632
1375720673235553851,0.53299921751,1.45792233944,0.91254144907
1375720673255552194,0.534262001514,1.45992708206,0.911668002605
1375720673275489916,0.535748779774,1.46164989471,0.911320328712
1375720673295533765,0.536956846714,1.4637594223,0.91018217802
1375720673315521843,0.537990570068,1.46520185471,0.909665346146
1375720673335715344,0.539405286312,1.46721732616,0.909402549267
1375720673355536560,0.540919363499,1.46868479252,0.908146858215
1375720673375395659,0.54189735651,1.4701898098,0.907943964005
1375720673395562475,0.542954921722,1.47149789333,0.907335400581
1375720673415677913,0.54434722662,1.47311854362,0.906471133232
